,inferred discount,true discount,subject,inferred learning rate,true learning rate,inferred mf weight,true mf weight,inferred mb weight,true mb weight
0,0.78835696,0.92978925,0,0.6121266,0.72846437,4.3891153,5.8300567,2.193476,2.053999
1,0.20959978,0.10158658,1,0.7476546,0.8516699,1.1617079,1.6539434,0.97489744,0.82444847
2,0.3374904,0.5100246,2,0.41117844,0.3487808,3.0616252,1.0886478,4.2866683,3.8731656
3,0.39897296,0.20072603,3,0.54716724,0.4966032,3.3336527,5.106858,2.1355429,1.2571095
4,0.38921782,0.5636237,4,0.5940407,0.5915639,2.3984952,1.1047064,4.5666084,5.057411
5,0.15877268,0.08224088,5,0.2558746,0.2007947,1.2861528,0.3191929,1.8003589,1.8089586
6,0.8120255,0.6974948,6,0.7297443,0.7855255,4.3336663,5.360653,1.5695901,2.7254667
7,0.11713539,0.010758042,7,0.24476889,0.15983975,1.7846166,4.6170077,1.6604956,0.893319
8,0.30861458,0.2935878,8,0.55177355,0.5445034,2.788003,3.1822925,4.978895,5.1143513
9,0.5570807,0.5453103,9,0.124673605,0.13225424,3.8506029,5.209705,3.8319721,2.3316028
10,0.5044439,0.46085912,10,0.65269697,0.64375603,2.9499977,3.4229932,4.409786,5.552685
11,0.59567904,0.5410338,11,0.10470266,0.043361664,3.964792,5.8079586,3.990683,2.8920698
12,0.38488203,0.2832759,12,0.6209929,0.5831162,2.7618203,4.439723,2.8516386,0.9243032
13,0.13068686,0.04219389,13,0.22406174,0.24903256,1.9185365,5.5317655,2.7911806,2.523285
14,0.24659753,0.1154325,14,0.62873083,0.5955821,1.5635993,0.95203936,3.1299698,2.8950095
15,0.23104842,0.055960655,15,0.7348408,0.9656323,0.92581785,0.64943147,0.9568975,1.2614079
16,0.50686675,0.98046404,16,0.7194976,0.75334513,1.4543039,0.7787311,1.1694441,1.4876801
17,0.7644814,0.53191257,17,0.70139897,0.7061634,4.2439857,5.435806,1.9797386,1.4676597
18,0.72851676,0.74617314,18,0.50618315,0.5468628,4.2244925,4.5158668,2.906702,4.8820777
19,0.59342694,0.65906227,19,0.1335402,0.10355556,3.9703472,2.9790888,4.005266,1.6721281
20,0.24896768,0.1317761,20,0.39970604,0.3572244,1.8018384,0.51346743,4.6890144,4.579872
21,0.24445996,0.18148541,21,0.69255346,0.72801006,2.1210053,3.9245682,3.3756816,3.0931678
22,0.38012165,0.73351324,22,0.13635853,0.14316458,2.9390616,1.5965724,4.351667,5.654798
23,0.61654705,0.6785201,23,0.535654,0.5490863,3.4773867,3.822877,4.646825,5.6972275
24,0.41213956,0.33290517,24,0.60812396,0.5827464,3.9475942,4.74405,1.0518876,1.7128347
25,0.31233653,0.32370323,25,0.7588806,0.76958376,1.6186515,0.45333695,5.19857,5.1483293
26,0.5019873,0.3787797,26,0.40910748,0.42750794,2.6680057,3.6476984,4.712656,5.7759023
27,0.34354785,0.33786625,27,0.55057085,0.5738422,1.9892755,1.8184544,1.3350315,1.0659735
28,0.5287306,0.6622398,28,0.08972812,0.07255471,3.9383354,3.6662445,4.071161,4.6678104
29,0.60585105,0.6026847,29,0.1078455,0.013551712,4.0610228,4.815852,4.0808573,4.093859
30,0.22731866,0.20085877,30,0.30277908,0.31683046,3.0013902,3.5731754,1.1038781,1.0855039
31,0.439553,0.28801745,31,0.7787873,0.83391553,2.077558,2.5248003,2.7625058,3.813152
32,0.5966624,0.98874456,32,0.08872862,0.061059773,4.026334,2.2658393,3.9612646,3.0043058
33,0.57732636,0.63672537,33,0.42116308,0.40588617,3.3541276,2.7018304,4.908084,5.830438
34,0.41457585,0.3341614,34,0.46491253,0.48286033,2.9264863,2.835773,4.2465005,3.9866977
35,0.37926367,0.41077733,35,0.70975477,0.65266,2.1925058,1.919069,3.609558,3.3615708
36,0.66126335,0.733877,36,0.7125463,0.74258584,3.8635225,4.926414,3.184807,5.643794
37,0.21887603,0.30139792,37,0.6751421,0.6694874,1.4298184,1.3996736,2.7524083,2.4276152
38,0.36605433,0.7226378,38,0.44772443,0.39211148,1.3510135,0.4595307,2.3420668,2.1772208
39,0.28372112,0.5337058,39,0.65474445,0.5798341,0.5780247,0.24203753,0.49708018,0.34667838
40,0.2159432,0.068210185,40,0.36851108,0.40949064,2.0577984,5.263585,5.09543,5.10722
41,0.6744853,0.5762577,41,0.6355071,0.7048342,2.399294,3.3352942,1.5819097,0.37677133
42,0.46040896,0.3977363,42,0.63050807,0.586761,2.8164105,2.9976969,3.829038,3.272117
43,0.61780494,0.45615906,43,0.09894417,0.04345858,3.9935637,5.4495735,3.829997,4.153381
44,0.6088442,0.5961824,44,0.7883253,0.986593,2.4165108,3.0212722,1.3066158,1.872198
45,0.7661246,0.90195507,45,0.70584416,0.65988433,4.2091985,3.8244696,2.0645204,0.20849097
46,0.3771026,0.124061644,46,0.13699064,0.10732764,3.1950903,4.0994177,2.9940088,0.005280733
47,0.21937037,0.06435162,47,0.7425693,0.860598,1.1627904,1.0809935,0.98256207,0.55274
48,0.49085674,0.22109681,48,0.707149,0.89868003,2.7720737,5.815591,1.4907297,2.117046
49,0.65761715,0.9583124,49,0.24416004,0.31414592,3.9052143,5.165711,3.163345,4.4634795
